text,date,source
"Insiden keracunan program Makan Bergizi Gratis terus berulang. Setelah kasus di Cianjur, terakhir terulang lagi di Bandung, Jawa Barat. Mengapa ini terus berulang? #VideoBerita #Kompas60  https://t.co/OscWOX0RaL",2025-05-02 00:00:00+00:00,x
"Insiden keracunan program Makan Bergizi Gratis terus berulang. Setelah kasus di Cianjur, terakhir terulang lagi di Bandung, Jawa Barat. Mengapa ini terus berulang? #Nusantara #Kompas60  https://t.co/4efXCTwbwc",2025-05-02 00:00:00+00:00,x
ayo dukung program makan bergizi gratis https://t.co/sNZ5Q4Lloy,2025-05-02 00:00:00+00:00,x
ayo dukung program makan bergizi gratis https://t.co/JyYO8NLqCi,2025-05-02 00:00:00+00:00,x
ayo dukung program makan bergizi gratis https://t.co/SKNjJCgpPH,2025-05-02 00:00:00+00:00,x
ayo dukung program makan bergizi gratis https://t.co/8vgXV3wD15,2025-05-02 00:00:00+00:00,x
"Total kasus keracunan dari program MBG (Makan Bergizi Gratis) di Indonesia diperkirakan sekitar 608 kasus berdasarkan laporan, termasuk 176 di Cianjur, 342 di Bandung, 29 di Sumba Timur, 40 di Sukoharjo, 13 di Bombana, dan 8 di Sumatera Selatan. Angka ini mungkin lebih tinggi karena ada kasus yang tidak dilaporkan. Program ini menghadapi tantangan keamanan pangan, meskipun ada upaya perbaikan. Untuk detail lebih lanjut, lihat laporan seperti artikel dari The Jakarta Post. https://t.co/BFoTHXdgYb",2025-05-02 00:00:00+00:00,x
"Insiden keracunan program Makan Bergizi Gratis terus berulang. Setelah kasus di Cianjur, terakhir terulang lagi di Bandung, Jawa Barat. Mengapa ini terus berulang? #Nusantara #Kompas60  https://t.co/xo96iiueul",2025-05-02 00:00:00+00:00,x
MIRIS! Rentetan Kasus 'Keracunan' Makan Bergizi Gratis (MBG) di Berbagai Daerah https://t.co/8Hkd3CmkJO,2025-05-02 00:00:00+00:00,x
"Insiden keracunan program Makan Bergizi Gratis terus berulang. Setelah kasus di Cianjur, terakhir terulang lagi di Bandung, Jawa Barat. Mengapa ini terus berulang? #Nusantara #AdadiKompas  https://t.co/BdBzIRv53s",2025-05-02 00:00:00+00:00,x
@Srik4ndiMuslim2 @ajengcute16__ @geloraco @Fahrihamzah @rahmasarita @DokterTifa @NarasiNewsroom @SonoraFM92 @Dennysiregar7 @ch_chotimah2 @andre_rosiade @Gerindra @karniilyas @ILCTalkshow @BocorAlusPol @jokowi @realAmienRais @officialinews_ @Lisaamartatara6 @MonaLisa_Twins @DediMulyadi71 Terus Berulang kasus Keracunan akibat Makan Beracun Gratis 🤔ehhh salah ketik..... maksudnya Makan Bergizi Gratis @Gerindra Pemerintah seolah menutup mata. Jangan tunggu nyawa anak - anak melayang dulu bg @andre_rosiade segera lakukan evaluasi. https://t.co/8aUBx4ZaAA,2025-05-02 00:00:00+00:00,x
"Melalui peninjauan langsung kesiapan lokasi serta pemetaan kesiapan fasilitas pendukungnya seperti peralatan dapur umum, kami berkomitmen mendukung jalannya Program Makan Bergizi Gratis melalui pembangunan dapur umum agar segera beroperasi.  Semoga program ini dapat berjalan deng https://t.co/XXuAMumT8I",2025-05-02 00:00:00+00:00,x
"@CNNIndonesia Coba diadakan survei independen Rakyat pilih proyek MBG atau pilih: - Pendidikan &amp; Kesehatan gratis agar cerdas, sehat &amp; mandiri - Pekerjaan layak agar bisa m'beri Makan Bergizi Gratis &amp; sehat utk anak &amp; istrinya  Pilih lebih mendidik mental moral kemandirian masyarakat",2025-05-02 00:00:00+00:00,x
Apkasi dan BGN Gelar Sosialisasi Percepatan Program Makan Bergizi Gratis di Kabupaten Se-Indonesia  https://t.co/AvRh50x6Eh,2025-05-02 00:00:00+00:00,x
Rentetan Kasus Keracunan Makan Bergizi Gratis di Berbagai Daerah https://t.co/eGcuLoglzo,2025-05-02 00:00:00+00:00,x
"Komandan Korem atau Danrem 032/Wirabraja Brigadir Jenderal TNI Machfud menyebutkan, Komando Resort Militer atau Korem 032 Wirabraja menyiapkan dapur umum Makan Bergizi Gratis (MBG) di Batalyon 133/Yudha Sakti yang saat ini proses pembangunannya tahap penyelesaian, Jumat (2/5) siang. 🎥Mtf #BeritaElshinta",2025-05-02 00:00:00+00:00,x
"@DS_yantie @Satriyas89 Penipuan di Tasikmalaya ini ulah oknum penipu yang menyalahgunakan nama program Makan Bergizi Gratis (MBG). Mereka meminta Rp8,5 juta untuk sertifikasi palsu, padahal MBG resmi tidak memungut biaya. Korban sudah lapor polisi, tapi belum ada update terbaru per Mei 2025. Program MBG sendiri sah, dijalankan Badan Gizi Nasional untuk gizi pelajar dan lainnya. Verifikasi tawaran lewat kanal resmi untuk hindari penipuan serupa.",2025-05-02 00:00:00+00:00,x
"Bu Erni, penjual kantin SDN 3 Balokang, Banjar, mengeluh pendapatannya turun dari Rp150 ribu jadi Rp50 ribu per hari sejak program Makan Bergizi Gratis (MBG) diluncurkan. Ia berharap bantuan modal dari pemerintah karena penghasilannya kini tak cukup untuk kebutuhan keluarga. https://t.co/Q60VYv1nY6",2025-05-02 00:00:00+00:00,x
"@kompascom MBG  Makan Bergizi Gratis  diganti   MRG Makan Ra,,, Gratis  Ini Kejadian Luar Biasa #StopMBG",2025-05-02 00:00:00+00:00,x
Mendukung Pelaksanaan Program MBG  #MBG #MakanBergiziGratis #IndonesiaEmas2045 #DukungMBG https://t.co/qfbXGba79a,2025-05-02 00:00:00+00:00,x
"Korban keracunan makanan diduga usai mengkonsumsi menu makan bergizi gratis (MBG) di Tasikmalaya terus bertambah. Data sementara, ada 400 pelajar yang terdampak.😮😮😮  FULL : https://t.co/2YMOSwM61E https://t.co/XeWJUVH4OR",2025-05-02 00:00:00+00:00,x
Makan Bergizi Gratis untuk Tingkatkan Kualitas Gizi Anak Indonesia https://t.co/RYL2SkkMZn,2025-05-02 00:00:00+00:00,x
"Pengamat Politik Citra Institute Efriza menilai Presiden Prabowo Subianto harus segera mengganti Kepala Badan Gizi Nasional (BGN)  Dadan Hindayana sebagai bagian untuk melakukan evaluasi terkait dengan pelaksanaan program Makan Bergizi Gratis (MBG).  Menurutnya, Prabowo harus berani ambil sikap tegas melakukan evaluasi bilang perlu menghentikan sementara program tersebut untuk melakukan perbaikan berbagai masalah, mulai dari masalah keracunan hingga penggelapan dana mitra dapur.  Ia menyebut, jika persoalan MBG disikapi seperti hanya dianggap temuan kecil saja dari permasalahan di daerah dikhawatirkan menyebabkan hilangnya simpati masyarakat terhadap program kerja Prabowo ini.  Ia menekankan, program MBG yang menjadi janji kampanye Prabowo-Gibran tersebut bisa dibilang gagal jika tidak ada perbaikan yang serius dan akan menimbulkan masalah-masalah baru.  #inilahnews #prabowo #makanbergizigratis #inilahcom #titiktengah #titikcerah",2025-05-02 00:00:00+00:00,x
Aksi nyata untuk generasi emas! Lanud Adisutjipto hadir berbagi ratusan porsi makan bergizi gratis untuk anak-anak usia dini. Semoga langkah kecil ini jadi awal dari masa depan yang besar!  #SalamTNI #LanudAdisutjipto #GenerasiSehat #BaktiTNI #MakanBergizi #AnakSehat #FYP #foryou https://t.co/xkkcXvQp1G,2025-05-02 00:00:00+00:00,x
Babinsa Koramil 07/Wonopringgo Kodim 0710/Pekalongan Korem 071/Wk Sertu Sambudi monitoring pelaksanaan kegiatan program Makan Bergizi Gratis di wilayah binaannya. https://t.co/aAUcJ7H66C,2025-05-02 00:00:00+00:00,x
"Bapanas Perketat Pengawasan Pangan Makan Bergizi Gratis, Ini Alasannya https://t.co/ZYmtHSv0Gs",2025-05-02 00:00:00+00:00,x
Makan bergizi gratis mantap!! https://t.co/kbB5Ho1OEz,2025-05-02 00:00:00+00:00,x
"@kompascom Jangan tunggu nyawa anak - anak melayang, Hentikan dulu Makan Bergizi Gratis. Di tinjau ulang, evaluasi ulang.  https://t.co/CraEANMCxd",2025-05-02 00:00:00+00:00,x
"@tempodotco Ded, ente ga ada komen tentang program mbg atasan ente yg telah menyebabkan ratusan siswa keracunan? 😂",2025-05-02 00:00:00+00:00,x
@randomable_ MBG aja yang di Kaji brooo,2025-05-02 00:00:00+00:00,x
Program MBG Papua wujud nyata kepedulian untuk generasi sehat https://t.co/noBo16F0yB,2025-05-02 00:00:00+00:00,x
MBG akan wujudkan generasi sehat dan unggul. #PapuaNKRI #PapuaIndonesia #PapuaDamai https://t.co/yLbaqgOh2F,2025-05-02 00:00:00+00:00,x
MBG bantu anak-anak tumbuh optimal dan sehat. #PapuaNKRI #PapuaIndonesia #PapuaDamai https://t.co/GJfAtkqHf8,2025-05-02 00:00:00+00:00,x
@prabowo MBG Penting Untuk Majukan Generasi Muda Papua #MBGPapua https://t.co/uNOf56e8ha,2025-05-02 00:00:00+00:00,x
@narendramodi @WAVESummitIndia MBG Penting Untuk Majukan Generasi Muda Papua #MBGPapua https://t.co/JQxXpKTCAP,2025-05-02 00:00:00+00:00,x
Program MBG bantu penuhi gizi anak-anak Papua #papua #papuatengah #papuahits #jayapura #nabire #jayawijaya #merauke #mbg #mbgpapua #MBGMajukanPapua https://t.co/LzANub1DI5,2025-05-02 00:00:00+00:00,x
@draxe11 @nanovond Blusukan MBG ke calon2 pemilih pemula di SMA/MA/SMK kan udah juga.,2025-05-02 00:00:00+00:00,x
Program MBG sangat baik untuk mendukung pertumbuhan dan kesehatan anak-anak di Papua #papua #papuatengah #papuahits #jayapura #nabire #jayawijaya #merauke #mbg #mbgpapua #MBGMajukanPapua https://t.co/OpkvoNi0Gd,2025-05-02 00:00:00+00:00,x
@Jayabay19479190 mbg meresahkan anak2 dan orangtua,2025-05-02 00:00:00+00:00,x
@adindundendon @MuzasRicci @zimikay @mindplater @sumpen23 Mbg bukannya membantu anak2 miskin ya?,2025-05-02 00:00:00+00:00,x
Makan bergizi gratis mantap https://t.co/7YQP4R8Wg7,2025-05-02 00:00:00+00:00,x
"Selamat Pagi Sobat PR! . Hari ini Koran Pikiran Rakyat membahas tentang peluang Persib masih bisa ditentukan oleh Persebaya, kebijakan Gubernur Jabar yang akan mengirim siswa bermasalah ke barak, hingga MBG dihentikan karena banyak siswa keracunan. . Untuk pembahasan lengkapnya baca di Koran Harian Umum Pikiran Rakyat!  #PikiranRakyat #PRMN #TerbarudiPikiranRakyat #Koran",2025-05-02 00:00:00+00:00,x
"Percaya? Makanya Baca sendiri di https://t.co/654NfUwkXZ Sangat jelas, trasparan. Siapa pun bisa daftar jadi mitra @Badangizinasionak.ri Yg Bani lowbat fitnah Hanya kolega Pak Prabowo, dan pendukung nya  Pasti  Yg dukung MBG pasti para pendukung Presiden Prabowo😉",2025-05-02 00:00:00+00:00,x
"Wapres, usul pemakzulan, mutasi di TNI, dan MBG https://t.co/CdPckvNMYv",2025-05-02 00:00:00+00:00,x
"@sarah_pndjtn Opini mu g sepenuhnya benar.  Kalau aja lap kerja diberikan utk bapaknya, lebih dri sekefarakan gratis.  Krna MBG lebih banyak menimbulkan efek negatif. Keracunan makanan, biaya yg besar, kekacauan distribusi misalnya.  Krna program yg pakai otak, sedikit menimbulkan masalah.",2025-05-02 00:00:00+00:00,x
"@CNNIndonesia Setiap usaha pasti ada ujiannya. Yang penting berani bertanggung jawab dan perbaiki. Yuk, Lanjutkan MBG dengan standar baru!",2025-05-02 00:00:00+00:00,x
"@CNNIndonesia Jangan takut jatuh, yang penting bangkit dan belajar. Kalau udah aman, higienis, dan diuji BPOM, ayo Lanjutkan MBG!",2025-05-02 00:00:00+00:00,x
"@CNNIndonesia Mungkin ini alarm buat perbaikan total. Kalau udah beres semua, Lanjutkan MBG dengan versi upgrade!",2025-05-02 00:00:00+00:00,x
@mahardikaagh Program makan bergizi gratis mendukung perkembangan otak siswa.  #PenuhiGiziIndonesia https://t.co/ixR6VDPG2Z,2025-05-02 00:00:00+00:00,x
"Babinsa Pagerharjo Koramil 04/Samigaluh Kodim 0731/Kulon Progo Sertu Dawam, Jumat (2/5/2025), membantu pendistribusian makan bergizi gratis, yang dikelola Dapur Mandiri CV Titisari Boga Utama di Padukuhan Jetis, Gerbosari, Samigaluh ke sekolah penerima program MBG. https://t.co/XyHBjDtCWo",2025-05-02 00:00:00+00:00,x
Program Makan Bergizi Gratis (MBG) yang telah berjalan selama tiga bulan di sejumlah sekolah Kota Samarinda Kalimantan Timur (Kaltim) berlangsung lancar dan tanpa ditemukan kendala berarti. https://t.co/EfZQOzd1Gv,2025-05-02 00:00:00+00:00,x
"Sebanyak 24 pelajar dari TK, SD, dan SMP di Rajapolah, Tasikmalaya diduga keracunan dan dilarikan ke puskesmas, Kamis (1/5) malam. Mereka mengalami diare hingga muntah-muntah usai menyantap menu makan bergizi gratis (MBG) di sekolahnya pada Rabu (30/4). https://t.co/t3fRwt6Aiz",2025-05-02 00:00:00+00:00,x
MAKAN BERGIZI GRATIS Ayo makan makanan yang bergizi seimbang! https://t.co/NGxdi81bq3,2025-05-02 00:00:00+00:00,x
"PROGRAM makan bergizi gratis (MBG)  yang menyebabkan ratusan siswa SMP Negeri 35 Bandung keracunan membuat  Pemerintah Kota Bandung, Jawa Barat, menyampaikan keprihatinannya.  https://t.co/uDj7ep1bt0",2025-05-02 00:00:00+00:00,x
@Why_Sudrajad @prabowo @99propaganda @are_inismyname @awikuchuz @DarekaRendy @EdySularno96489 @FDonghun @florieliciouss @Ndons_Back @romoatheist @tham878 Bukannya makin bergairah UMKM di seluruh Indonesia   Karena ini di daerah2 pelosok aja makin jos lho pelaksanaan MBG   https://t.co/H0MtoAw7vX,2025-05-02 00:00:00+00:00,x
Bapak aing @DediMulyadi71 sudah tahu belum ? https://t.co/krh0Hwy2at,2025-05-02 00:00:00+00:00,x
Sejumlah siswa di Tasikmalaya keracunan setelah menyantap menu makanan dari program Makan Bergizi Gratis. https://t.co/8MCL2mqLGq,2025-05-02 00:00:00+00:00,x
"Ratusan Siswa di Jawa Barat Keracunan Makan Bergizi Gratis, Dedi Mulyadi Sebut Sudah Direspons Cak Imin  #TribunKaltim #MBG #DediMulyadi   https://t.co/22hGqtKBmn lewat @tribunnews",2025-05-02 00:00:00+00:00,x
"Makan bergizi gratis bukan sekadar program, tapi investasi masa depan generasi Indonesia. Ayo dukung MBG! #MBG #MakanBergiziGratis #IndonesiaEmas2045 #DukungMBG https://t.co/XKSRQybUmr",2025-05-02 00:00:00+00:00,x
Puluhan Pelajar Tasikmalaya Diduga Keracunan Usai Santap Makan Bergizi Gratis #Puluhan #Pelajar #Tasikmalaya #Keracunan #Santap #Makan #Bergizi #Gratis #Berita  #News   https://t.co/KZWMFcWa3x,2025-05-02 00:00:00+00:00,x
Tim Makan Bergizi Gratis Sosialisasikan Program MBG ke Warga Depok https://t.co/c0r0T7lyQC,2025-05-02 00:00:00+00:00,x
@sarah_pndjtn Begitu berhasilnya Pembangunan Jokowi sampai sampai muncul program Makan Bergizi Gratis. Ironi.,2025-05-02 00:00:00+00:00,x
Makan bergizi gratis jadi hak anak-anak Indonesia lewat Program MBG. #MBG #MakanBergiziGratis #IndonesiaEmas2045 #DukungMBG https://t.co/XsM64Pba0N,2025-05-02 00:00:00+00:00,x
"Hari ini lunch di kantor aku makan bergizi gratis, dimasakin soto semangkok penuh temen kuliah yg sekantor.   Dia tahun kemarin konseran sampai beberapa kali ke jepang, katanya tahun ini gak konseran lg soalnya mau mencari kebahagiaan lain dgn memasak 🍽 https://t.co/X0ZxH47e85",2025-05-02 00:00:00+00:00,x
Makan Bergizi Gratis upaya untuk pemenuhan gizi anak-anak.   #MBG #MakanBergiziGratis #IndonesiaEmas2045 #DukungMBG https://t.co/Z6ZP3rGtMK,2025-05-02 00:00:00+00:00,x
Makan Bergizi Gratis #MBG #MakanBergiziGratis #IndonesiaEmas2045 #DukungMBG https://t.co/lfnDZr9b9D,2025-05-02 00:00:00+00:00,x
"MAKAN BERGIZI GRATIS KERACUNAN. Dalam sembilan hari terakhir di Jawa Barat, terjadi dua kasus keracunan masal di tiga sekolah yang mengikuti program Makan Bergizi Gratis. Peristiwa terkini menimpa 342 siswa SMPN 35 Bandung. https://t.co/hsyTd4gKml",2025-05-02 00:00:00+00:00,x
Makan bergizi gratis jadi hak anak-anak Indonesia lewat Program MBG. #MBG #MakanBergiziGratis #IndonesiaEmas2045 #DukungMBG https://t.co/cHGHBuNUOY,2025-05-02 00:00:00+00:00,x
Strategi program Makan Bergizi Gratis dukung gizi anak dan ibu hamil sambil dorong ekonomi lokal melibatkan petani dan usaha lokal #MBG https://t.co/gbde3mBaTh,2025-05-02 00:00:00+00:00,x
Program Makan Bergizi Gratis bantu penuhi gizi anak Indonesia secara merata melalui ketersediaan makanan sehat bagi sekolah #MBG https://t.co/uWk2cisYxf,2025-05-02 00:00:00+00:00,x
"Dukung Program Makan Bergizi Gratis, solusi atasi masalah gizi dan dorong ekonomi lokal! Semangat menuju #IndonesiaEmas2045 🌾🥗 #MBG #MakanBergiziGratis #DukungMBG https://t.co/qgBopN7we7",2025-05-02 00:00:00+00:00,x
"Kejadian ini terjadi di SDN 33 Kasipute, Bombana - Daripada Makan Bergizi Gratis. - Lebih tepat kalau Sekolah Gratisĺ https://t.co/nYrOOxUFSO",2025-05-02 00:00:00+00:00,x
@jangyeojune Mau asalkan dapet makan bergizi gratis,2025-05-02 00:00:00+00:00,x
"@touyukashintani @CNNIndonesia @gibran_tweet Wakil Presiden Gibran Rakabuming Raka telah mempromosikan program Makan Bergizi Gratis (MBG) setidaknya 5 kali sejak dilantik Oktober 2024, di: 1. Jakarta Barat (19 Nov 2024, SLB Negeri 5 & SDN 15 Slipi, bagi susu). 2. Depok, Jawa Barat (4 Feb 2025, SMPN 11 & SMAN 4). 3. Jakarta Timur (19 Feb 2025, SMPN 174 & SMAN 58). 4. Ambon, Maluku (15 Jan 2025, sekolah di Ambon). 5. Tangerang (SMKN 3, tanggal tak spesifik). Bagi susu dikonfirmasi di Jakarta Barat, mungkin juga di lokasi lain. Kegiatan ini bagian dari tugas resmi, meski bagi susu saat kampanye sebelumnya pernah kontroversial.",2025-05-02 00:00:00+00:00,x
Makan Bergizi Gratis  #MBG #MakanBergiziGratis #IndonesiaEmas2045 #DukungMBG https://t.co/6Ew53lwfps,2025-05-02 00:00:00+00:00,x
Makan Bergizi Gratis upaya Pemenuhan Gizi Anak  #MBG #MakanBergiziGratis #IndonesiaEmas2045 #DukungMBG https://t.co/St3I0nF3AQ,2025-05-02 00:00:00+00:00,x
Program Makan Bergizi Gratis  Langkah Strategis Untuk Meningkatkan Kesehatan Dan Gizi Anak-Ank di Seluruh Negeri #MBG #MakanBergiziGratis #IndonesiaEmas2045 #DukungMBG https://t.co/hj93SE7NNC,2025-05-02 00:00:00+00:00,x
Program Makan bergizi Gratis  #MBG #MakanBergiziGratis #IndonesiaEmas2045 #DukungMBG https://t.co/YyLNZGwXAB,2025-05-02 00:00:00+00:00,x
"Terima kasih atas pertanyaannya. Klaim Prabowo bahwa program Makan Bergizi Gratis (MBG) meningkatkan peredaran dana desa 400-500% mungkin signifikan, namun belum tentu belum pernah terjadi di negara lain. Program serupa di AS dan Inggris menunjukkan dampak ekonomi besar, seperti peningkatan aktivitas lokal dan penghematan rumah tangga. MBG memang mendorong ekonomi desa melalui permintaan pertanian, tetapi program seperti Bolsa Família di Brasil juga memiliki efek serupa. Transparansi dan data akurat masih jadi isu, sehingga klaim keunikan global sulit dipastikan tanpa studi lebih lanjut.",2025-05-02 00:00:00+00:00,x
Dukung Program Makan Bergizi Gratis untuk anak-anak di Papua  #papua #papuatengah #papuahits #jayapura #nabire #jayawijaya #merauke #mbg #mbgpapua #MBGMajukanPapua https://t.co/JIWMqOECWQ,2025-05-02 00:00:00+00:00,x
Manfaat Program Makan Bergizi Gratis agar lebih fokus dalam belajar #papua #papuatengah #papuahits #jayapura #nabire #jayawijaya #merauke #mbg #mbgpapua #MBGMajukanPapua https://t.co/D02IlBFzgl,2025-05-02 00:00:00+00:00,x
Makan bergizi gratis ❌ Makanan beracun gratis ✅,2025-05-02 00:00:00+00:00,x
"Program Makan Bergizi Gratis (MBG) memang patut diapresiasi jika benar telah menjangkau 3 juta penerima.   Tapi euforia angka jangan sampai menutupi persoalan yang lebih penting : kualitas. Apalah arti 82,9 juta penerima kalau makanannya tidak bergizi, distribusinya amburadul, pengadaannya sarat korupsi, bahkan menimbulkan kasus keracunan?",2025-05-02 00:00:00+00:00,x
Dukung Program Makan Bergizi Gratis ! https://t.co/NFs3mwyGWs,2025-05-02 00:00:00+00:00,x
"Jika urgensi penyediaan pangan dan logistik bukan masalah, tindakan proaktif bisa jadi praktik umum. Program Makan Bergizi Gratis (MBG) di Indonesia, yang targetkan 82,9 juta penerima pada 2025, hadapi tantangan keamanan pangan, seperti keracunan di Cianjur dan Tasikmalaya. Praktik proaktif, seperti pelatihan staf, SOP penanganan makanan, dan audit pemasok, terbukti efektif di program global seperti di AS dan India. Dengan perencanaan matang, langkah ini bisa cegah insiden dan hemat biaya jangka panjang, meski tantangan implementasi tetap ada.",2025-05-02 00:00:00+00:00,x
"Dukung Program Makan Bergizi Gratis, solusi atasi masalah gizi dan dorong ekonomi lokal! Semangat menuju #IndonesiaEmas2045 🌾🥗 #MBG #MakanBergiziGratis #DukungMBG https://t.co/0JpL2xRl3V",2025-05-02 00:00:00+00:00,x
"Dukung Program Makan Bergizi Gratis, solusi atasi masalah gizi dan dorong ekonomi lokal! Semangat menuju #IndonesiaEmas2045 🌾🥗 #MBG #MakanBergiziGratis #DukungMBG https://t.co/ICGDHu7sF1",2025-05-02 00:00:00+00:00,x
Makan Bergizi Gratis. Bergizi kagak gratis kagak ngabisin duit negara iya wkwkwkwkwk,2025-05-02 00:00:00+00:00,x
"Sebanyak 24 pelajar dari TK, SD, dan SMP di Rajapolah, Tasikmalaya diduga keracunan dan dilarikan ke puskesmas, Kamis (1/5) malam. Mereka mengalami diare hingga muntah-muntah usai menyantap menu makan bergizi gratis (MBG) di sekolahnya pada Rabu (30/4). https://t.co/NbjM7cHdR7",2025-05-02 00:00:00+00:00,x
Pelajar Papua Tolak Program Makan Bergizi Gratis Prabowo: Kami Butuh Pendidikan Layak dan Gratis   https://t.co/geg1gWvZg0 lewat @tribunnews,2025-05-02 00:00:00+00:00,x
"Program Makan Bergizi Gratis  telah mencapai tingkat keberhasilan 99,9%. Meskipun demikian BGN menyadari bahwa masih ada beberapa kasus yg tidak terduga, seperti keracunan makanan atau reaksi alergi, yang dapat terjadi pada 0,1% sisanya , Lanjutkan MBG karena BGN telah melakukan https://t.co/KL88m3b3P5",2025-05-02 00:00:00+00:00,x
@closeateight makan bergizi gratis makan bergizi?,2025-05-02 00:00:00+00:00,x
"Gila.  Keracunan makanan dari program Makan Bergizi Gratis (MBG) terjadi lagi.  Sejak Januari sampai April.  Dari Sulawesi hingga Jaw Barat, kasusnya bukannya makin berkurang, malah bertambah.  Parahnya, sepertinya ini bukan insiden acak.   Ada sebuah pola 🧵",2025-05-02 00:00:00+00:00,x
"Halo @Pooohpitu7, Program Makan Bergizi Gratis (MBG) memang jadi sorotan. Ada isu keamanan pangan, seperti kasus keracunan di beberapa daerah, tapi program ini punya potensi besar, seperti kurangi malnutrisi dan dukung ekonomi lokal. Soal gugatan, orang tua bisa menuntut berdasarkan UU Perlindungan Konsumen, tapi belum banyak kasus dilaporkan, mungkin karena hambatan seperti ketakutan atau distrust. Pemerintah sedang perbaiki standar keamanan. Apa pendapatmu soal MBG ini?",2025-05-02 00:00:00+00:00,x
@aistighfar__ Makan bergizi gratis 😂,2025-05-02 00:00:00+00:00,x
"Babinsa Pagerharjo Koramil 04/Samigaluh Kodim 0731/Klp Sertu Dawam, Jumat (2/5/2025), membantu pendistribusian makan bergizi gratis, yang dikelola Dapur Mandiri CV Titisari Boga Utama di Padukuhan Jetis, Gerbosari, Samigaluh ke sekolah penerima program MBG di Kalurahan Pagerharjo https://t.co/vmv9wfmnqh",2025-05-02 00:00:00+00:00,x
"Berikut data kejadian keracunan makanan program Makan Bergizi Gratis (MBG) hingga Mei 2025:   1. 16 Jan 2025, Sukoharjo, Jawa Tengah: 40 siswa (mual, muntah).   2. 25 Feb 2025, Sumatra Selatan: 8 siswa (makanan berbelatung).   3. 26 Feb 2025, Sulawesi Selatan: 12 siswa (dirawat).   4. 21 Apr 2025, Cianjur, Jawa Barat: 176 orang (78 siswa, 98 warga).   5. 24 Apr 2025, Wonorejo, Jawa Tengah: 3 orang (2 siswa, 1 kepsek).   6. 29 Apr 2025, Bandung, Jawa Barat: 342 siswa (diare, muntah).   Kasus lain di Nunukan, NTT, dan Sultra tanpa detail pasti. Total korban bervariasi, dengan penyebab seperti ayam mentah dan wadah kotor. Pemerintah sedang perbaiki standar keamanan pangan.",2025-05-02 00:00:00+00:00,x
"Dalam sembilan hari terakhir di Jawa Barat, terjadi dua kasus keracunan masal di tiga sekolah yang mengikuti program Makan Bergizi Gratis. Peristiwa terkini menimpa 342 siswa SMPN 35 Bandung.  Kasus sebelumnya ada 165 siswa yang keracunan seusai mengonsumsi paket MBG di Cianjur pada 21 April 2025. Mereka yang mengalami gejala keracunan merupakan siswa dari dua sekolah penerima program MBG, yakni Madrasah Aliyah Negeri 1 Cianjur dan SMP PGRI 1 Cianjur.  Data hasil pemeriksaan, ditemukan tiga jenis bakteri pada wadah MBG. Bakteri yang ditemukan dari pemeriksaan sampel di wadah makanan ini adalah Staphylococcus sp, Escherichia coli, dan Salmonella sp. Semuanya rentan menyebabkan diare.  Baca artikelnya di sini https://t.co/MMgpNsbsoo  #Kompas60 #MencerahkanLintasGenerasi #MakanBergiziGratis #MBG",2025-05-02 00:00:00+00:00,x
"Pemerintah Sudah Gelontorkan Rp2,3 Triliun dari APBN untuk Pelaksanaan MBG, Kemenkeu Ungkap 3,26 Juta Orang Menikmati Makan Bergizi Gratis https://t.co/GJViMcra2U",2025-05-02 00:00:00+00:00,x
